,words,rating,tips,tips_code,steps,step_code,tips_groups,tips_groups_code
325,are not you happy because you feel that i m asking you to share and not the others ?,4,"empathy,clarity",183,proposals,18,empathy,11
326,are not you tired of always playing the victim ?,1,"labelling,reproach",406,facts,4,"judgemental,fault",89
327,are not you tired of hanging around doing nothing ?,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
328,are not you tired of playing victim ?,1,"labelling,reproach",406,facts,4,"judgemental,fault",89
329,as a doctor i took an oath to protect my patients,5,fact,208,facts,4,fact,56
330,as a reminder this service will be charged to you full of kisses,4,positivebias,461,facts,4,positivebias,131
331,as a result of recent events i feel overwhelmed,4,"selfempathy,feeling",613,"facts,emotions",5,feeling,72
332,as always you are full of aversions,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
333,as far as i can see you re not doing much,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
334,as i mentioned during our recent phone conversation we have offered our marketing associate position to a different candidate,4,fact,208,facts,4,fact,56
335,as i said in my last email we will meet at the end of the week for a first review,4,fact,208,facts,4,fact,56
336,as of 2017 fifteen master s theses and doctoral dissertations are known to have tested the model on sample sizes of 108 or smaller and generally have found the model to be effective,4,fact,208,facts,4,fact,56
337,as part of my writing process i began recording every detail,5,fact,208,facts,4,fact,56
338,as time goes on my love and admiration for you have increased tenfold,4,"positivebias,selfempathy,feeling",489,"facts,emotions",5,"positivebias,feeling",132
339,as usual it s my turn to fix your shit,0,"sacrifice,provocation",605,facts,4,"provocation,fault",140
340,asshole,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
341,asshole,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
342,asshole,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
343,asshole screw you fuck fuck fuck asshole fuck u a duck fucked a kangaroo and that duck is u fuck u for fucking a kangaroo bitch,0,"unsolicited,provocation,activity,person,action,when,where,why,howmany,negative,realistic",714,facts,4,"negative,unsolicited,unprecise,provocation,realistic",129
344,at 3 00 pm i have afternoon tea with my colleagues,4,fact,208,facts,4,fact,56
345,at least i can look at myself in the mirror,0,"comparison,reproach",107,facts,4,"judgemental,fault",89
346,at least you do not mind you take what you want,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
347,at lunch you were eating and talking at the same time,5,fact,208,facts,4,fact,56
348,at that moment i realised i felt much more peaceful,5,"selfempathy,feeling",613,"facts,emotions",5,feeling,72
349,at that moment i was thinking,4,"fact,selfempathy",250,facts,4,"fact,feeling",58
350,at the end of the day you re just a speck of dirt i wipe off the table,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
351,but also why did you choose this job ?,1,"deserves,reproach",159,facts,4,fault,63
352,at the same time i want you to know how scared and horrible i d feel and how grateful i d be if you d leave without hurting me,4,"selfempathy,feeling",613,"facts,emotions",5,feeling,72
353,at the same time it s easy for you to talk to strangers,2,"generalisation,morality",322,facts,4,judgemental,87
354,at the same time when you only have two neurons it s hard to think,1,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
355,at the same time you always ask me to do the impossible,2,"generalisation,reproach",334,facts,4,"judgemental,fault",89
356,at the zoo i saw a striped zebra,4,fact,208,facts,4,fact,56
357,at this costume party i felt in an exuberant mood,4,"selfempathy,feeling",613,"facts,emotions",5,feeling,72
358,at this level it s pure bullshit,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
359,at your age there s no way you can understand what we re talking about,2,"comparison,morality",103,facts,4,judgemental,87
360,at your age you do not even know how to add are not you ashamed ?,0,"comparison,morality",103,facts,4,judgemental,87
361,atheists like you will burn in hell,1,"comparison,morality",103,facts,4,judgemental,87
362,do you really think i care ?,0,"unavailable,reproach",632,facts,4,fault,63
363,baby be mine,4,"positivebias,feeling,activity,person,action,when,where,why,thismany,positive,realistic",475,"facts,emotions,proposals",8,"feeling,precise,positivebias,realistic,positive",81
364,bam in your face you did not see that one coming did you ?,1,"deserves,reproach",159,facts,4,fault,63
365,bastard,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
366,bastard,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
367,be careful i fear that you might fall,4,"morality,empathy",423,"facts,emotions",5,"empathy,judgemental",29
368,be more gentle,2,"unsolicited,activity,action,person,when,where,why,howmany,positive,realistic",636,"facts,proposals",12,"realistic,positive,unprecise,unsolicited",172
369,be nice,2,"unsolicited,activity,action,person,when,where,why,howmany,positive,realistic",636,"facts,proposals",12,"realistic,positive,unprecise,unsolicited",172
370,be positive,2,"unsolicited,activity,action,person,when,where,why,howmany,positive,realistic",636,"facts,proposals",12,"realistic,positive,unprecise,unsolicited",172
371,because of you we re never gonna make it,2,"generalisation,reproach",334,facts,4,"judgemental,fault",89
372,because you are such a fucking cock,0,"labelling,provocation",401,facts,4,"provocation,judgemental",145
373,because you re nothing but a cheat,1,"labelling,reproach",406,facts,4,"judgemental,fault",89
374,beg my forgiveness,2,"unsolicited,activity,action,person,when,where,why,howmany,positive,realistic",636,"facts,proposals",12,"realistic,positive,unprecise,unsolicited",172
375,being alone does not bother you on the contrary,2,"positivebias,selfempathy",487,facts,4,"positivebias,feeling",132
376,being that ugly is not as easy,0,"generalisation,reproach",334,facts,4,"judgemental,fault",89
377,being with make anything feel possible,4,positivebias,461,facts,4,positivebias,131
378,being with you is like a dream come true,4,positivebias,461,facts,4,positivebias,131
379,being with you talking with you and laughing with you that s what i adore most,4,"positivebias,empathy,feeling",471,"facts,emotions",5,"empathy,positivebias,feeling",40
380,best regards,4,empathy,176,facts,4,empathy,11
381,best wishes,4,empathy,176,facts,4,empathy,11
382,between evil and good you must choose good,1,"unsolicited,morality",700,facts,4,"judgemental,unsolicited",94
383,between these two the wise man chooses the good and the ignorant man the evil,1,"generalisation,morality",322,facts,4,judgemental,87
384,bha you do not care what other people think,2,"generalisation,reproach",334,facts,4,"judgemental,fault",89
385,big boys do not get scared for so few,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
386,big boys don t get frightened,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
387,big shit,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
388,birds of a feather flock together,1,generalisation,303,facts,4,judgemental,87
389,bisexuality is when you like both men and women,4,fact,208,facts,4,fact,56
390,bitch,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
391,bitch,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
392,bitch,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
393,bitch,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
394,bitch please your birth certificate is an apology letter from the condom factory,0,provocation,494,facts,4,provocation,138
395,blah blah blah you ve been blocked because people are sensitive pussies who get hurt easily,0,"provocation,interpretation",524,facts,4,"provocation,judgemental",145
396,blah blah blah loser,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
397,blowing roofs off buildings knocking down many trees and severing power lines the storm caused extensive damage,5,fact,208,facts,4,fact,56
398,both of them are in the room,5,fact,208,facts,4,fact,56
399,both of you are dumb as shit,0,"comparison,provocation",105,facts,4,"provocation,judgemental",145
400,i really wish they would see the danger in what they are doing,5,"who,action,when,where,why,unrealistic,what,positive,howmany,feeling",756,"facts,emotions,needs,proposals",7,"unrealistic,feeling,positive,unprecise",190
401,boys do not cry,2,"generalisation,morality",322,facts,4,judgemental,87
402,brazil is in south america,4,fact,208,facts,4,fact,56
403,yep you would like marco to be changed in a group,2,interpretation,355,"facts,emotions,proposals",8,judgemental,87
404,bug off,0,"provocation,activity,who,action,when,where,why,unrealistic,what,positive,howmany",502,"facts,proposals",12,"unrealistic,provocation,positive,unprecise",200
405,bullshit,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
406,bunch of baltringos,0,"provocation,labelling",525,facts,4,"provocation,judgemental",145
407,but can you do anything without breaking something ?,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
408,but come on everyone gets around the law at one time or another,1,"generalisation,morality",322,facts,4,judgemental,87
409,but damn sometimes you can be boring,2,"provocation,generalisation",517,facts,4,"provocation,judgemental",145
410,it seems like you think i m a monster,1,"interpretation,labelling,reproach",365,facts,4,"judgemental,fault",89
411,but how slow can you be,1,"labelling,reproach",406,facts,4,"judgemental,fault",89
412,but i do not feel like smiling,4,selfempathy,609,facts,4,feeling,72
413,but i m the one who s right,0,"duality,morality",175,facts,4,judgemental,87
414,but in the end you re just a loser,0,"labelling,reproach",406,facts,4,"judgemental,fault",89
415,but it s a real circus here,0,"labelling,reproach",406,facts,4,"judgemental,fault",89
416,but it s fucking midnight do you think it s time to ask me that ?,2,"unavailable,reproach",632,facts,4,fault,63
417,but of course you would,2,"denial,reproach",138,facts,4,fault,63
418,but put your stuff in the basket at the end,2,"unsolicited,morality,action,action,person,when,location,why,howmany,realistic,positive",701,"proposals,facts",20,"unsolicited,precise,judgemental,realistic,positive",203
419,but seriously,2,"denial,reproach",138,facts,4,fault,63
420,but seriously you deserves to be slapped for saying such bullshit,0,"generalisation,provocation",330,facts,4,"provocation,judgemental",145
421,but shut up and go away,0,"unsolicited,morality,action,action,person,when,location,why,howmany,realistic,positive",701,"proposals,facts",20,"unsolicited,precise,judgemental,realistic,positive",203
422,you ignore me on purpose every time,1,"generalisation,reproach",334,facts,4,"judgemental,fault",89
423,but that s because you never listen to me,2,"generalisation,reproach",334,facts,4,"judgemental,fault",89
424,but the truth is look you re a teenager,1,"labelling,generalisation,morality",387,facts,4,judgemental,87
425,but what are you really good for ?,0,"provocation,unsolicited,clarity,reproach",558,"facts,proposals",12,"empathy,provocation,fault,unsolicited",48
426,but what possessed me to trust you ?,2,reproach,561,"facts,emotions,proposals",8,fault,63
